# # Time trace: 25-Feb-2021 (14:30:13.372322)
# Time [s]                     Counts in Roi                     Mean in Roi                     Std Roi
-2.401793375611305237e-03   ,   3.081300000000000000e+04   ,   2.834682612695492043e+00   ,   3.676649066517899023e+00
7.598206400871276855e-03   ,   2.895800000000000000e+04   ,   2.664029438822447027e+00   ,   3.598515429234887097e+00
1.759820617735385895e-02   ,   2.570500000000000000e+04   ,   2.364765409383624561e+00   ,   3.358093179525092786e+00
2.759820502251386642e-02   ,   2.962400000000000000e+04   ,   2.725298988040478321e+00   ,   3.594073405073543892e+00
3.759820479899644852e-02   ,   3.205500000000000000e+04   ,   2.948942042318307255e+00   ,   3.779997016610324501e+00
4.759820457547903061e-02   ,   2.515600000000000000e+04   ,   2.314259429622814945e+00   ,   3.382465878248719360e+00
5.759820342063903809e-02   ,   2.619600000000000000e+04   ,   2.409935602575897118e+00   ,   3.410591853972126941e+00
6.759820319712162018e-02   ,   3.544200000000000000e+04   ,   3.260533578656853670e+00   ,   3.882546145598210430e+00
7.759820297360420227e-02   ,   2.990600000000000000e+04   ,   2.751241950321987151e+00   ,   3.636462567261978140e+00
8.759820181876420975e-02   ,   2.932300000000000000e+04   ,   2.697608095676172990e+00   ,   3.617256985153389337e+00
9.759820159524679184e-02   ,   2.630500000000000000e+04   ,   2.419963201471940994e+00   ,   3.409924742743711601e+00
1.075982013717293739e-01   ,   2.617500000000000000e+04   ,   2.408003679852805945e+00   ,   3.404492725167411749e+00
1.175982002168893814e-01   ,   3.223500000000000000e+04   ,   2.965501379944802007e+00   ,   3.785243013998057293e+00
1.275981999933719635e-01   ,   2.677700000000000000e+04   ,   2.463385464581416606e+00   ,   3.489515475455148952e+00
1.375981997698545456e-01   ,   2.575900000000000000e+04   ,   2.369733210671573165e+00   ,   3.394229670045691982e+00
1.475981986150145531e-01   ,   2.904300000000000000e+04   ,   2.671849126034958388e+00   ,   3.547969161814855443e+00
1.575981983914971352e-01   ,   3.053400000000000000e+04   ,   2.809015639374425000e+00   ,   3.663006799098657229e+00
1.675981981679797173e-01   ,   2.989900000000000000e+04   ,   2.750597976080956908e+00   ,   3.678286958709485965e+00
1.775981970131397247e-01   ,   3.060200000000000000e+04   ,   2.815271389144434089e+00   ,   3.675311913108687545e+00
1.875981967896223068e-01   ,   3.213600000000000000e+04   ,   2.956393744250230160e+00   ,   3.748895337262601490e+00
1.975981965661048889e-01   ,   3.394800000000000000e+04   ,   3.123091076356945717e+00   ,   3.848526930460976381e+00
2.075981963425874710e-01   ,   3.300400000000000000e+04   ,   3.036246550137994493e+00   ,   3.840850953839346271e+00
2.175981951877474785e-01   ,   2.530300000000000000e+04   ,   2.327782888684452711e+00   ,   3.345418121449768023e+00
2.275981949642300606e-01   ,   3.084500000000000000e+04   ,   2.837626494940202360e+00   ,   3.710454297172346649e+00
2.375981947407126427e-01   ,   3.296500000000000000e+04   ,   3.032658693652253934e+00   ,   3.799184124922706740e+00
2.475981935858726501e-01   ,   2.965500000000000000e+04   ,   2.728150873965041523e+00   ,   3.589000955625639921e+00
2.575981933623552322e-01   ,   2.624900000000000000e+04   ,   2.414811407543698163e+00   ,   3.429411929002450510e+00
2.675981931388378143e-01   ,   3.436100000000000000e+04   ,   3.161085556577736710e+00   ,   3.896651774243855559e+00
2.775981919839978218e-01   ,   2.876000000000000000e+04   ,   2.645814167433302888e+00   ,   3.523379458700478306e+00
2.875981917604804039e-01   ,   2.880900000000000000e+04   ,   2.650321987120515033e+00   ,   3.513620152386585982e+00
2.975981915369629860e-01   ,   3.049500000000000000e+04   ,   2.805427782888684440e+00   ,   3.695163050366753410e+00
3.075981903821229935e-01   ,   2.710000000000000000e+04   ,   2.493100275988960224e+00   ,   3.432259194142728731e+00
3.175981901586055756e-01   ,   2.492000000000000000e+04   ,   2.292548298068077361e+00   ,   3.317535806613709948e+00
3.275981899350881577e-01   ,   2.744300000000000000e+04   ,   2.524655013799447900e+00   ,   3.434187292546134529e+00
3.375981887802481651e-01   ,   2.457700000000000000e+04   ,   2.260993560257589685e+00   ,   3.327709225706311003e+00
3.475981885567307472e-01   ,   2.783200000000000000e+04   ,   2.560441582336706379e+00   ,   3.511288012006008596e+00
