Scintillator file for SINPA FILDSIM
Scintilator stl file: scintillator
File by jansen
2
163
-0.000004560639 0.000804187238 -0.000000996096
0.000005353241 -0.017234903340 -0.000000983095
0.000004925006 -0.017617528920 -0.000077095695
0.000004786185 -0.017941797260 -0.000293868393
0.000009359617 -0.024356189730 -0.006708074093
0.000009298326 -0.024572912220 -0.007032499790
0.000009317151 -0.024648975370 -0.007415179729
0.000009675731 -0.024648975370 -0.011000968930
0.000009750955 -0.024572824480 -0.011383649830
0.000009876936 -0.024356101990 -0.011708073620
0.000009029957 -0.024031507490 -0.011924850460
0.000009452984 -0.023648984910 -0.012000968930
0.000008256560 -0.020648952480 -0.012000977520
0.000007630981 -0.020266204830 -0.012077095030
0.000007836508 -0.019941820140 -0.012293869970
0.000007144419 -0.019724935530 -0.012618293760
0.000006985208 -0.019648738860 -0.013000977520
0.000007805446 -0.019648637770 -0.021000976560
0.000008058707 -0.019724744800 -0.021383659360
0.000007879708 -0.019941444400 -0.021708084110
0.000008653508 -0.020266016010 -0.021924856190
0.000008362239 -0.020648563390 -0.022000976560
0.000010490737 -0.023648794170 -0.022000972750
0.000010082740 -0.024031318660 -0.022077093120
0.000010973268 -0.024355911250 -0.022293865200
0.000010911976 -0.024572635650 -0.022618286130
0.000010916403 -0.024648769380 -0.023000970840
0.000011047091 -0.024572635650 -0.023969442370
0.000011173268 -0.024355911250 -0.024293865200
0.000007026732 -0.014941284180 -0.033708087920
0.000007229145 -0.014616913800 -0.033924861910
0.000006602779 -0.014234166150 -0.034000984190
-0.000001024224 0.000804874897 -0.034000999450
-0.000000959327 0.004178510189 -0.049217441560
-0.000001218757 0.004305693150 -0.049529075620
-0.000000787837 0.004528886795 -0.049780891420
-0.000001578263 0.004823160172 -0.049944374080
-0.000001975518 0.005154999733 -0.050001003270
0.000495467782 0.012266765590 -0.050000961300
0.000494826466 0.012443678860 -0.049927745820
0.000495102227 0.012516830440 -0.049750965120
0.000494791120 0.012443678860 -0.049574184420
0.000495417774 0.012266765590 -0.049500961300
0.000495592535 0.009852748871 -0.049500965120
0.000496025801 0.009602573395 -0.049433979030
0.000496410608 0.009419599533 -0.049250965120
0.000496346384 0.009352626801 -0.049000965120
0.000495476425 0.009352421761 -0.040708065030
0.000495819747 0.009390390396 -0.040516723630
0.000495907277 0.009498733521 -0.040354515080
0.000494110614 0.011705977440 -0.038147411350
0.000493722856 0.011868256570 -0.038039024350
0.000493975103 0.012059455870 -0.038000965120
0.000493131787 0.013052530290 -0.038000965120
0.000492781401 0.013302579880 -0.037933979030
0.000493295789 0.013485368730 -0.037750965120
0.000493426919 0.013552318570 -0.037500965120
0.000493228883 0.013552318570 -0.035520580290
0.000493129283 0.013619329450 -0.035270580290
0.000492693573 0.014352289200 -0.034000965120
0.000492421359 0.015085405350 -0.035270584110
0.000492488474 0.015152392390 -0.035520584110
0.000492686510 0.015152392390 -0.037500965120
0.000491813213 0.015219537730 -0.037750968930
0.000492383421 0.015402428630 -0.037933979030
0.000492046654 0.015652478220 -0.038000968930
0.000491300613 0.016645427700 -0.038000968930
0.000491583616 0.016836742400 -0.038039028170
0.000491096914 0.016999029160 -0.038147415160
0.000490794361 0.019206066130 -0.040354526520
0.000490918249 0.019314424510 -0.040516738890
0.000490243226 0.019352586750 -0.040708080290
0.000491110265 0.019352777480 -0.049000968930
0.000491212785 0.019285779950 -0.049250968930
0.000491614759 0.019102703090 -0.049433986660
0.000491847396 0.018852676390 -0.049500968930
0.000493192196 0.016438428880 -0.049500972750
0.000492780000 0.016261724470 -0.049574188230
0.000493560851 0.016188379290 -0.049750968930
0.000492815346 0.016261724470 -0.049927749630
0.000493242204 0.016438428880 -0.050000972750
-0.000010570886 0.023549926760 -0.050001029970
-0.000010979662 0.023881765370 -0.049944396970
-0.000010750084 0.024175830840 -0.049780914310
-0.000011422033 0.024399232860 -0.049529098510
-0.000011740870 0.024526430130 -0.049217468260
-0.000014820842 0.027899553300 -0.034001029970
-0.000021530366 0.042938320160 -0.034001049040
-0.000022054249 0.043321044920 -0.033924926760
-0.000022947695 0.043645626070 -0.033708156590
-0.000027982559 0.053059753420 -0.024293951030
-0.000027823994 0.053276348110 -0.023969530110
-0.000028062660 0.053352531430 -0.023586845400
-0.000028121239 0.053352531430 -0.023001060490
-0.000027959108 0.053276348110 -0.022618373870
-0.000028205913 0.053059635160 -0.022293951030
-0.000028408324 0.052735263820 -0.022077178960
-0.000027893828 0.052352569580 -0.022001058580
-0.000026582422 0.049352500920 -0.022001054760
-0.000026079407 0.048969745640 -0.021924934390
-0.000026282014 0.048645378110 -0.021708160400
-0.000026522979 0.048428691860 -0.021383737560
-0.000026366495 0.048352481840 -0.021001052860
-0.000028283063 0.048352188110 -0.002415262699
-0.000028121915 0.048276008610 -0.002032579184
-0.000028251009 0.048059268950 -0.001708155990
-0.000027621955 0.046644969940 -0.000293949395
-0.000026871271 0.046320503230 -0.000077172004
-0.000027314730 0.045937873840 -0.000001045600
-0.000018333904 0.027898983000 -0.000001034694
-0.000017366534 0.024525037770 0.015215414050
-0.000018159611 0.024398063660 0.015527044300
-0.000017540943 0.024174646380 0.015778860090
-0.000017803218 0.023880580900 0.015942345620
-0.000017402850 0.023548757550 0.015998980520
0.000486407310 0.016437244420 0.015999027250
0.000485998035 0.016260555270 0.015925805090
